level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	89	13	6	4	207	881	45	18	92.761688	Bơm
5	1	89	13	6	5	260	879	46	20	92.103607	tiêm
5	1	89	13	6	6	314	879	53	25	92.511238	nhựa
5	1	89	13	6	7	377	879	35	20	92.991302	1ml
5	1	89	13	6	8	681	879	31	20	73.819397	Cái
5	1	89	13	6	9	758	881	10	18	91.789757	1
5	1	89	13	6	10	940	881	11	18	97.013618	2
5	1	89	13	6	11	1578	881	19	19	76.134277	E
5	1	89	13	6	12	1866	881	19	19	76.134277	E
5	1	89	13	6	13	1965	881	19	19	74.646835	E
5	1	89	13	6	14	2446	877	106	32	88.785431	HSCC2PL;
4	1	89	13	7	0	11	1495	2509	21	-1	
5	1	89	13	7	1	11	1499	4	6	62.539154	l
5	1	89	13	7	2	70	1502	24	7	92.210129	óng:
5	1	89	13	7	3	113	1499	14	10	91.274498	Ctr
5	1	89	13	7	4	220	1499	14	10	68.644028	Cu
5	1	89	13	7	5	292	1507	3	2	93.300873	a
5	1	89	13	7	6	308	1499	32	10	0.000000	CtríD
5	1	89	13	7	7	371	1503	14	6	86.385132	oá
5	1	89	13	7	8	398	1499	14	10	68.223000	Ctr
5	1	89	13	7	9	485	1499	14	10	92.647186	Cu
5	1	89	13	7	10	545	1499	43	10	92.126923	Không
5	1	89	13	7	11	632	1499	91	10	43.976036	CtrlQ=Đóng
5	1	89	13	7	12	752	1507	4	2	85.920013	à
5	1	89	13	7	13	821	1499	14	10	92.647186	Cu
5	1	89	13	7	14	956	1499	55	10	39.090309	CtrliP=P
5	1	89	13	7	15	1496	1502	4	7	93.097916	g
5	1	89	13	7	16	1654	1502	14	7	90.657677	0a
5	1	89	13	7	17	1748	1495	9	21	91.159042	tí
5	1	89	13	7	18	2129	1502	4	7	95.956177	u
5	1	89	13	7	19	2173	1502	3	7	75.060966	D
5	1	89	13	7	20	2417	1500	4	9	96.402534	0
5	1	89	13	7	21	2456	1500	4	9	96.224754	0
5	1	89	13	7	22	2516	1500	4	9	96.349953	0
