level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	320	130	-1	
2	1	1	0	0	0	25	14	266	93	-1	
3	1	1	1	0	0	25	14	266	93	-1	
4	1	1	1	1	0	25	14	266	93	-1	
5	1	1	1	1	1	25	14	266	93	96.806953	2025
